name,span,matches,innings,overs,maiden_overs,runs_conceded,wickets,best_bowling_figure,average,economy_rate,bowling_strike_rate,four_wickets_haul,five_wickets_haul
Akram Khan (BAN),1990-2003,42,4,12.3,0,104,0,-,-,8.32,-,0,0
Aman Ali (UAE),2008-2008,1,1,2.0,0,22,0,-,-,11.00,-,0,0
PK Amre (IND),1991-1994,37,1,0.2,0,4,0,-,-,12.00,-,0,0
J Anderson (IRE),2014-2016,8,2,5.0,0,20,0,-,-,4.00,-,0,0
Anisur Rahman (BAN),1995-1998,2,2,8.0,0,68,0,-,-,8.50,-,0,0
Anwar Hossain Monir (BAN),2002-2002,1,1,8.0,0,45,0,-,-,5.62,-,0,0
Ariful Haque (BAN),2018-2018,1,1,3.0,0,17,0,-,-,5.66,-,0,0
Asad Shafiq (PAK),2010-2017,60,2,2.0,0,18,0,-,-,9.00,-,0,0
Ashfaq Ahmed (PAK),1994-1994,3,3,17.0,2,84,0,-,-,4.94,-,0,0
Asif Ali (PAK),2018-2022,21,1,0.5,0,9,0,-,-,10.80,-,0,0
Asif Iqbal (1) (UAE),2015-2015,1,1,4.0,0,32,0,-,-,8.00,-,0,0
SK Atai (PNG),2019-2022,15,2,8.0,0,35,0,-,-,4.37,-,0,0
MS Atapattu (SL),1990-2007,268,2,8.3,0,41,0,-,-,4.82,-,0,0
A Athanaze (WI),2023-2024,10,1,1.0,0,7,0,-,-,7.00,-,0,0
M Azharuddin (IND),1990-2000,236,1,2.0,0,11,0,-,-,5.50,-,0,0
Babar Hayat (HKG),2014-2018,22,1,1.0,0,9,0,-,-,9.00,-,0,0
Badal Singh (OMA),2020-2020,2,2,10.0,0,70,0,-,-,7.00,-,0,0
KNA Bandara (SL),2021-2023,6,1,1.0,0,8,0,-,-,8.00,-,0,0
EAE Baptiste (WI),1990-1990,2,2,18.0,4,52,0,-,-,2.88,-,0,0
W Barresi (NED),2010-2024,50,3,5.0,0,37,0,-,-,7.40,-,0,0
OO Bascome (BER),2008-2008,6,2,3.0,0,22,0,-,-,7.33,-,0,0
TC Bastiampillai (CAN),2007-2014,13,3,4.0,0,31,0,-,-,7.75,-,0,0
T Bavuma (SA),2016-2023,38,1,6.1,0,22,0,-,-,3.56,-,0,0
Bazid Khan (PAK),2004-2008,5,1,2.0,0,11,0,-,-,5.50,-,0,0
CA Best (WI),1990-1992,13,1,3.0,0,8,0,-,-,2.66,-,0,0
MI Black (WI),2001-2001,5,5,38.0,1,196,0,-,-,5.15,-,0,0
J Blackwood (WI),2015-2022,3,1,3.0,0,16,0,-,-,5.33,-,0,0
DL Blake (USA),2004-2004,1,1,1.0,0,7,0,-,-,7.00,-,0,0
DG Blampied (JER),2023-2023,3,3,13.0,1,77,0,-,-,5.92,-,0,0
GH Bodi (SA),2007-2007,2,1,1.0,0,8,0,-,-,8.00,-,0,0
A Bohara (NEP),2020-2020,2,2,11.0,2,51,0,-,-,4.63,-,0,0
DC Boon (AUS),1990-1995,100,3,9.0,0,45,0,-,-,5.00,-,0,0
SG Borthwick (ENG),2011-2011,2,2,9.0,0,72,0,-,-,8.00,-,0,0
T Bosch (SA),1992-1992,2,2,8.3,0,66,0,-,-,7.76,-,0,0
JWHD Boteju (SL),1999-1999,2,2,17.0,1,113,0,-,-,6.64,-,0,0
SA Britton (IRE),2009-2009,1,1,6.0,0,37,0,-,-,6.16,-,0,0
AD Brown (ENG),1996-2001,16,1,1.0,0,5,0,-,-,5.00,-,0,0
CE Bulfin (NZ),1999-1999,4,3,17.0,1,109,0,-,-,6.41,-,0,0
SF Burger (NAM),2003-2003,2,2,11.0,0,67,0,-,-,6.09,-,0,0
JD Campbell (WI),2019-2019,6,1,1.0,0,13,0,-,-,13.00,-,0,0
MA Carberry (ENG),2013-2014,6,1,1.0,0,12,0,-,-,12.00,-,0,0
KED Carroll (IRE),2007-2007,6,1,1.0,0,8,0,-,-,8.00,-,0,0
KU Carty (WI),2022-2024,22,3,4.1,0,28,0,-,-,6.72,-,0,0
G Chapple (ENG),2006-2006,1,1,4.0,0,14,0,-,-,3.50,-,0,0
J Charles (WI),2012-2023,58,1,0.5,0,12,0,-,-,14.40,-,0,0
K Christie (HKG),2016-2016,1,1,1.0,0,18,0,-,-,18.00,-,0,0
CD Cumming (NZ),2003-2009,13,1,3.0,0,17,0,-,-,5.66,-,0,0
Danish Aziz (PAK),2021-2021,2,2,5.0,0,27,0,-,-,5.40,-,0,0
O Davidson (SCOT),2022-2022,1,1,9.0,0,30,0,-,-,3.33,-,0,0
NS Dhaliwal (CAN),2024-2024,7,1,1.0,0,20,0,-,-,20.00,-,0,0
BJ Diamanti (NZ),2009-2009,1,1,2.0,0,25,0,-,-,12.50,-,0,0
S Dube (IND),2019-2019,1,1,7.5,0,68,0,-,-,8.68,-,0,0
DD Ebrahim (ZIM),2001-2005,82,2,0.5,0,11,0,-,-,13.20,-,0,0
RR Emrit (WI),2007-2007,2,2,14.0,0,99,0,-,-,7.07,-,0,0
SA Engelbrecht (NED),2023-2024,12,1,2.0,0,17,0,-,-,8.50,-,0,0
JJ Esmeijer (NED),2002-2003,6,6,38.0,0,208,0,-,-,5.47,-,0,0
Fahim Muntasir (BAN),2001-2002,3,3,28.1,0,111,0,-,-,3.94,-,0,0
NH Fairbrother (ENG),1991-1999,64,1,1.0,0,9,0,-,-,9.00,-,0,0
Faisal Iqbal (PAK),2000-2006,18,2,3.0,0,33,0,-,-,11.00,-,0,0
Fayyaz Ahmed (UAE),2014-2016,3,3,27.0,1,121,0,-,-,4.48,-,0,0
Fazl-e-Akbar (PAK),1998-2001,2,2,12.0,2,48,0,-,-,4.00,-,0,0
Fazle Mahmud (BAN),2018-2018,2,1,3.0,0,16,0,-,-,5.33,-,0,0
BOP Fernando (SL),2019-2021,8,1,2.0,0,16,0,-,-,8.00,-,0,0
MNK Fernando (SL),2023-2023,4,1,2.0,0,22,0,-,-,11.00,-,0,0
ADS Fletcher (WI),2008-2016,25,3,4.4,0,26,0,-,-,5.57,-,0,0
A Flower (ZIM),1992-2003,213,2,5.0,0,23,0,-,-,4.60,-,0,0
DR Flynn (NZ),2008-2012,20,3,4.0,0,25,0,-,-,6.25,-,0,0
CR Foggo (BER),2008-2008,4,1,0.1,0,2,0,-,-,12.00,-,0,0
PJ Franks (ENG),2000-2000,1,1,9.0,0,48,0,-,-,5.33,-,0,0
G Gambhir (IND),2003-2013,147,1,1.0,0,13,0,-,-,13.00,-,0,0
D Ganga (WI),1999-2006,35,1,0.1,0,4,0,-,-,24.00,-,0,0
MW Gatting (ENG),1993-1993,7,1,1.0,0,2,0,-,-,2.00,-,0,0
SP Gauchan (NEP),2018-2018,1,1,4.0,0,15,0,-,-,3.75,-,0,0
Gazi Ashraf (BAN),1990-1990,2,1,0.3,0,4,0,-,-,8.00,-,0,0
AM Ghazanfar (AFG),2024-2024,2,2,9.0,0,47,0,-,-,5.22,-,0,0
TG Gordon (CAN),2011-2011,5,2,2.3,0,25,0,-,-,10.00,-,0,0
MJ Greatbatch (NZ),1990-1996,68,1,1.0,0,5,0,-,-,5.00,-,0,0
C Gunasekara (SL),2022-2022,1,1,1.0,0,8,0,-,-,8.00,-,0,0
Gurkeerat Singh (IND),2016-2016,3,3,10.0,0,68,0,-,-,6.80,-,0,0
Hannan Sarkar (BAN),2002-2004,20,1,0.3,0,13,0,-,-,26.00,-,0,0
KJ Harding (WI),2021-2021,1,1,10.0,0,88,0,-,-,8.80,-,0,0
TW Hartley (ENG),2023-2023,2,1,10.0,0,48,0,-,-,4.80,-,0,0
Hashmatullah Shahidi (AFG),2013-2024,78,2,3.0,0,25,0,-,-,8.33,-,0,0
ML Hayden (AUS/ICC),1993-2008,161,1,1.0,0,18,0,-,-,18.00,-,0,0
RL Hayes (NZ),1995-1995,1,1,7.0,0,31,0,-,-,4.42,-,0,0
C Hemraj (WI),2018-2018,6,1,1.1,0,9,0,-,-,7.71,-,0,0
CK Holder (WI),2021-2021,1,1,3.0,0,26,0,-,-,8.66,-,0,0
DAW Hollis (BER),2008-2008,1,1,7.0,0,43,0,-,-,6.14,-,0,0
AC Hudson (SA),1991-1997,89,1,1.0,0,3,0,-,-,3.00,-,0,0
MJ Humphreys (IRE),2023-2023,2,2,11.0,0,95,0,-,-,8.63,-,0,0
Hussain Talat (PAK),2019-2019,1,1,2.0,0,16,0,-,-,8.00,-,0,0
N Ifill (CAN),2003-2006,4,3,12.0,0,88,0,-,-,7.33,-,0,0
Ihsanullah (PAK),2023-2023,1,1,8.0,0,60,0,-,-,7.50,-,0,0
CA Ingram (SA),2010-2013,31,1,1.0,0,17,0,-,-,17.00,-,0,0
Irfan Fazil (PAK),2000-2000,1,1,6.0,0,46,0,-,-,7.66,-,0,0
Irfan Sajid (UAE),2014-2014,1,1,5.0,0,23,0,-,-,4.60,-,0,0
Ishtiaq Muhammad (HKG),2016-2016,1,1,3.0,0,24,0,-,-,8.00,-,0,0
SS Iyer (IND),2017-2023,59,5,6.1,0,39,0,-,-,6.32,-,0,0
VR Iyer (IND),2022-2022,2,1,5.0,0,28,0,-,-,5.60,-,0,0
Jahangir Alam Talukdar (BAN),1990-1990,2,2,7.0,0,36,0,-,-,5.14,-,0,0
Jahangir Shah (BAN),1990-1990,1,1,9.0,0,62,0,-,-,6.88,-,0,0
Jamaluddin Ahmed (BAN),2003-2003,1,1,4.0,1,28,0,-,-,7.00,-,0,0
J Jarvis (SCOT),2023-2023,3,3,10.0,0,71,0,-,-,7.10,-,0,0
WS Jayantha (SL),2004-2004,17,6,9.1,0,46,0,-,-,5.01,-,0,0
NGRP Jayasuriya (SL),2018-2018,2,2,16.0,0,95,0,-,-,5.93,-,0,0
SH Johnson (AUS),2023-2023,1,1,8.0,0,61,0,-,-,7.62,-,0,0
DM Jones (AUS),1990-1994,80,1,1.0,0,6,0,-,-,6.00,-,0,0
Junaid Siddique (BAN),2007-2011,54,2,2.0,0,13,0,-,-,6.50,-,0,0
I Kaia (ZIM),2022-2023,19,2,4.4,0,22,0,-,-,4.71,-,0,0
AL Kandappah (CAN),2007-2007,2,1,0.1,0,4,0,-,-,24.00,-,0,0
Karim Janat (AFG),2017-2023,3,3,13.0,0,90,0,-,-,6.92,-,0,0
FDM Karunaratne (SL),2011-2023,50,2,2.4,0,18,0,-,-,6.75,-,0,0
S Kaul (IND),2018-2018,3,3,27.0,0,179,0,-,-,6.62,-,0,0
PHT Kaushal (SL),2015-2015,1,1,6.0,0,25,0,-,-,4.16,-,0,0
JC Kent (SA),2002-2002,2,2,8.0,0,57,0,-,-,7.12,-,0,0
AN Kervezee (NED),2006-2012,39,2,4.0,0,34,0,-,-,8.50,-,0,0
S Keshvani (CAN),2009-2009,5,2,8.0,0,48,0,-,-,6.00,-,0,0
D Khanal (NEP),2022-2024,14,2,3.0,0,20,0,-,-,6.66,-,0,0
G Kirsten (SA),1993-2003,185,3,5.0,1,23,0,-,-,4.60,-,0,0
H Klaasen (SA),2018-2023,54,2,5.0,0,33,0,-,-,6.60,-,0,0
SP Krishnamurthi (USA),2021-2021,3,3,7.0,0,27,0,-,-,3.85,-,0,0
CKB Kulasekara (SL),2011-2012,4,4,13.0,0,80,0,-,-,6.15,-,0,0
D la Cock (NAM),2022-2022,16,1,2.0,0,9,0,-,-,4.50,-,0,0
CB Lambert (USA/WI),1990-2004,12,2,12.0,0,74,0,-,-,6.16,-,0,0
JPR Lamsam (HKG),2004-2008,2,2,6.0,0,47,0,-,-,7.83,-,0,0
W Larkins (ENG),1990-1991,13,1,0.3,0,1,0,-,-,2.00,-,0,0
VVS Laxman (IND),1998-2006,86,4,7.0,0,40,0,-,-,5.71,-,0,0
M Levitt (NED),2024-2024,4,1,6.0,1,31,0,-,-,5.16,-,0,0
CH Lonsdale (BER),2007-2007,1,1,2.0,0,19,0,-,-,9.50,-,0,0
AGR Loudon (ENG),2006-2006,1,1,6.0,0,36,0,-,-,6.00,-,0,0
AM McCarthy (WI),2021-2021,2,1,2.0,0,10,0,-,-,5.00,-,0,0
AJ Mackay (ZIM),2001-2001,3,3,22.0,0,137,0,-,-,6.22,-,0,0
ND McKenzie (SA),2000-2009,64,5,7.4,0,27,0,-,-,3.52,-,0,0
Mafizur Rahman (BAN),1997-1997,4,4,11.0,0,73,0,-,-,6.63,-,0,0
RS Mahanama (SL),1990-1999,171,1,0.1,0,3,0,-,-,18.00,-,0,0
GI Maiden (SCOT),2010-2011,7,1,8.0,0,38,0,-,-,4.75,-,0,0
Mansoor Rana (PAK),1990-1990,2,1,1.0,0,7,0,-,-,7.00,-,0,0
Maqsood Rana (PAK),1990-1990,1,1,2.0,0,11,0,-,-,5.50,-,0,0
I Maraj (CAN),2003-2003,6,1,4.3,0,22,0,-,-,4.88,-,0,0
XM Marshall (USA/WI),2005-2020,37,2,1.3,0,6,0,-,-,4.00,-,0,0
PS Masvaure (ZIM),2018-2018,2,1,3.0,0,19,0,-,-,6.33,-,0,0
Mazharul Haque (BAN),2002-2002,1,1,0.4,0,4,0,-,-,6.00,-,0,0
Mazhar Hussain (UAE),1994-1996,7,2,8.0,0,60,0,-,-,7.50,-,0,0
GJ McCarter (IRE),2014-2014,1,1,8.0,0,38,0,-,-,4.75,-,0,0
Mehrab Hossain (BAN),1998-2003,18,3,5.0,0,42,0,-,-,8.40,-,0,0
BKG Mendis (SL),2016-2024,130,2,3.2,0,28,0,-,-,8.40,-,0,0
RP Meredith (AUS),2021-2021,1,1,5.0,0,36,0,-,-,7.20,-,0,0
Misbah-ul-Haq (PAK),2002-2015,162,1,4.0,0,30,0,-,-,7.50,-,0,0
SJ Modani (USA),2021-2023,31,2,2.0,0,6,0,-,-,3.00,-,0,0
HS Modi (KENYA),1996-2006,63,4,3.1,1,27,0,-,-,8.52,-,0,0
Mohammad Boota (UAE),2018-2019,9,1,2.0,0,10,0,-,-,5.00,-,0,0
Mohammad Mithun (BAN),2014-2021,34,1,2.0,0,12,0,-,-,6.00,-,0,0
Mohammad Saleem (AFG),2023-2023,2,2,10.2,0,70,0,-,-,6.77,-,0,0
PJK Mooney (IRE),2006-2007,4,4,14.3,0,100,0,-,-,6.89,-,0,0
RS Morton (WI),2002-2010,56,1,1.0,0,2,0,-,-,2.00,-,0,0
Mrittunjoy Chowdhury (BAN),2023-2023,1,1,8.0,0,64,0,-,-,8.00,-,0,0
T Mufudza (ZIM),2024-2024,2,2,17.0,0,75,0,-,-,4.41,-,0,0
Muhammad Waseem (UAE),2022-2024,48,6,8.5,1,66,0,-,-,7.47,-,0,0
M Mulla (CAN),2007-2007,1,1,10.0,2,64,0,-,-,6.40,-,0,0
Munir Dar (HKG),2008-2008,2,2,18.0,1,89,0,-,-,4.94,-,0,0
T Munyonga (ZIM),2022-2023,7,1,1.0,0,10,0,-,-,10.00,-,0,0
TK Musakanda (ZIM),2016-2022,16,1,2.0,0,11,0,-,-,5.50,-,0,0
Nadeem Khan (PAK),1993-1995,2,2,16.0,0,81,0,-,-,5.06,-,0,0
Naeem Ashraf (PAK),1995-1995,2,2,7.0,0,52,0,-,-,7.42,-,0,0
Najaf Shah (PAK),2007-2007,1,1,10.0,1,59,0,-,-,5.90,-,0,0
Najibullah Zadran (AFG),2012-2023,92,2,5.0,0,30,0,-,-,6.00,-,0,0
Nasir Jamal (AFG),2014-2018,16,1,1.0,0,7,0,-,-,7.00,-,0,0
Naved Latif (PAK),2001-2003,11,3,8.0,0,51,0,-,-,6.37,-,0,0
Naveed Zadran (AFG),2024-2024,1,1,3.0,0,21,0,-,-,7.00,-,0,0
AM Nayar (IND),2009-2009,3,1,3.0,0,17,0,-,-,5.66,-,0,0
AT Nidamanuru (NED),2022-2024,30,1,1.0,0,8,0,-,-,8.00,-,0,0
MJ North (AUS),2009-2009,2,1,3.0,0,16,0,-,-,5.33,-,0,0
FN Otieno (KENYA),2010-2010,4,1,1.0,0,2,0,-,-,2.00,-,0,0
KO Otieno (KENYA),1996-2009,90,1,1.0,0,5,0,-,-,5.00,-,0,0
MB Owens (NZ),1992-1992,1,1,8.0,0,37,0,-,-,4.62,-,0,0
M Panchal (NED),2007-2007,1,1,5.0,1,10,0,-,-,2.00,-,0,0
GK Pandey (IND),1999-1999,2,2,13.0,1,60,0,-,-,4.61,-,0,0
Pankaj Singh (IND),2010-2010,1,1,7.0,0,45,0,-,-,6.42,-,0,0
NT Pascal (WI),2009-2009,1,1,4.0,0,29,0,-,-,7.25,-,0,0
KA Patel (KENYA),2006-2006,2,2,5.0,1,34,0,-,-,6.80,-,0,0
AK Perera (SL),2013-2019,6,3,6.0,0,33,0,-,-,5.50,-,0,0
AN Petersen (SA),2006-2013,21,1,1.0,0,7,0,-,-,7.00,-,0,0
ADJ Pitcher (BER),2007-2007,3,3,13.1,0,80,0,-,-,6.07,-,0,0
OL Pitcher (BER),2007-2007,5,1,2.3,0,25,0,-,-,10.00,-,0,0
KH Prajapati (OMA),2021-2023,31,1,0.2,0,1,0,-,-,3.00,-,0,0
AG Prince (Afr/SA),2002-2007,52,1,2.0,0,3,0,-,-,1.50,-,0,0
Y Punja (UAE),2015-2015,1,1,6.0,0,49,0,-,-,8.16,-,0,0
M Pushpakumara (SL),2009-2010,3,1,5.0,0,21,0,-,-,4.20,-,0,0
Raees Ahmadzai (AFG),2009-2010,5,1,4.0,0,16,0,-,-,4.00,-,0,0
WV Raman (IND),1990-1996,18,2,16.0,2,68,0,-,-,4.25,-,0,0
Rameez Shahzad (UAE),2016-2023,26,2,5.0,0,33,0,-,-,6.60,-,0,0
N Rana (IND),2021-2021,1,1,3.0,0,10,0,-,-,3.33,-,0,0
Rashid Zia (USA),2004-2004,2,2,9.5,1,69,0,-,-,7.01,-,0,0
V Razdan (IND),1990-1990,1,1,4.0,0,31,0,-,-,7.75,-,0,0
JN Rhodes (SA),1992-2003,245,2,2.2,0,4,0,-,-,1.71,-,0,0
IVA Richards (WI),1990-1991,12,5,26.0,0,116,0,-,-,4.46,-,0,0
RB Richardson (WI),1990-1996,104,1,0.4,0,2,0,-,-,3.00,-,0,0
EB Ringera (KENYA),2011-2011,1,1,10.0,4,28,0,-,-,2.80,-,0,0
Rizwan Ahmed (PAK),2008-2008,1,1,4.0,0,26,0,-,-,6.50,-,0,0
SJ Roberts (NZ),1990-1990,2,2,7.0,0,47,0,-,-,6.71,-,0,0
JA Rudolph (Afr/SA),2003-2006,45,1,4.0,0,26,0,-,-,6.50,-,0,0
Saad Nasim (PAK),2015-2015,3,2,6.0,0,46,0,-,-,7.66,-,0,0
Saeed-al-Saffar (UAE),1996-1996,1,1,3.0,0,25,0,-,-,8.33,-,0,0
B Sai Sudharsan (IND),2023-2023,3,1,0.3,0,8,0,-,-,16.00,-,0,0
Saleem Elahi (PAK),1995-2004,48,1,1.0,0,10,0,-,-,10.00,-,0,0
Salman Butt (PAK),2004-2010,78,6,11.3,0,90,0,-,-,7.82,-,0,0
Salman Farooq (UAE),2014-2014,1,1,6.0,0,23,0,-,-,3.83,-,0,0
Samiullah Khan (PAK),2008-2008,2,2,20.0,0,115,0,-,-,5.75,-,0,0
Sami Faridi (CAN),2008-2008,3,3,10.0,0,63,0,-,-,6.30,-,0,0
Sandeep Goud (OMA),2019-2023,36,7,16.0,0,89,0,-,-,5.56,-,0,0
Sarfaraz Ahmed (PAK),2007-2021,117,1,2.0,0,15,0,-,-,7.50,-,0,0
H Shah (NEP),2022-2022,3,3,10.0,1,55,0,-,-,5.50,-,0,0
RD Shah (KENYA),1998-2007,56,4,10.0,0,72,0,-,-,7.20,-,0,0
Shahidullah (AFG),2022-2023,3,1,3.0,0,16,0,-,-,5.33,-,0,0
Shamim Hossain (BAN),2023-2023,4,2,2.0,0,18,0,-,-,9.00,-,0,0
A Shamshudeen (CAN),2007-2007,1,1,3.0,0,24,0,-,-,8.00,-,0,0
Shamsur Rahman (BAN),2013-2014,10,1,1.0,0,13,0,-,-,13.00,-,0,0
Shariful Haque (BAN),1998-1998,1,1,3.0,0,21,0,-,-,7.00,-,0,0
B Sharki (NEP),2022-2024,25,1,1.0,0,8,0,-,-,8.00,-,0,0
KV Sharma (IND),2014-2014,2,2,19.0,1,125,0,-,-,6.57,-,0,0
Shoaib Khan (OMA),2021-2023,24,3,8.0,0,41,0,-,-,5.12,-,0,0
DJM Short (AUS),2018-2020,8,5,15.0,0,114,0,-,-,7.60,-,0,0
MW Short (AUS),2023-2024,4,3,12.0,0,66,0,-,-,5.50,-,0,0
Shubman Gill (IND),2019-2023,44,1,2.0,0,11,0,-,-,5.50,-,0,0
M Shumba (ZIM),2021-2024,10,2,6.5,0,42,0,-,-,6.14,-,0,0
Shuvagata Hom (BAN),2011-2011,4,1,2.0,0,9,0,-,-,4.50,-,0,0
NS Sidhu (IND),1990-1998,104,2,0.4,0,3,0,-,-,4.50,-,0,0
EHSN Silva (UAE),2008-2008,1,1,7.0,0,33,0,-,-,4.71,-,0,0
KJ Silva (SL),1995-1995,1,1,8.0,0,55,0,-,-,6.87,-,0,0
RW Sims (ZIM),2002-2003,3,3,22.0,0,127,0,-,-,5.77,-,0,0
VRV Singh (IND),2006-2006,2,2,12.0,0,105,0,-,-,8.75,-,0,0
Skhawat Ali (HKG),2008-2014,4,1,8.0,0,68,0,-,-,8.50,-,0,0
MJ Slater (AUS),1993-1997,42,2,2.0,1,11,0,-,-,5.50,-,0,0
DS Smith (WI),2003-2013,47,2,2.5,0,17,0,-,-,6.00,-,0,0
M Smith (BER),2008-2008,1,1,2.0,0,14,0,-,-,7.00,-,0,0
CM Spearman (NZ),1995-2001,51,1,0.3,0,6,0,-,-,12.00,-,0,0
K Srikkanth (IND),1990-1992,22,8,20.1,0,125,0,-,-,6.19,-,0,0
IM Stanger (SCOT),1999-2006,5,2,9.0,0,56,0,-,-,6.22,-,0,0
BDH Stevens (JER),2023-2023,1,1,3.0,0,28,0,-,-,9.33,-,0,0
AJ Strauss (ENG),2003-2011,127,1,1.0,0,3,0,-,-,3.00,-,0,0
Sufyan Mehmood (OMA),2021-2021,1,1,1.2,0,8,0,-,-,6.00,-,0,0
V Sukumaran (UAE),2022-2022,2,1,2.0,0,4,0,-,-,2.00,-,0,0
Sultan Ahmed (UAE),2019-2019,2,2,12.0,0,58,0,-,-,4.83,-,0,0
Tamim Iqbal (BAN),2007-2023,243,2,1.0,0,13,0,-,-,13.00,-,0,0
Tanbir Hayder (BAN),2016-2016,2,2,10.0,0,67,0,-,-,6.70,-,0,0
JP Taylor (ENG),1993-1993,1,1,3.0,0,20,0,-,-,6.66,-,0,0
LRPL Taylor (NZ),2006-2022,236,4,7.0,0,35,0,-,-,5.00,-,0,0
EP Thompson (NZ),2009-2009,1,1,4.0,0,42,0,-,-,10.50,-,0,0
LO Tikolo (KENYA),1996-1996,3,3,8.0,0,55,0,-,-,6.87,-,0,0
NT Tilak Varma (IND),2023-2023,4,2,7.0,0,39,0,-,-,5.57,-,0,0
Towhid Hridoy (BAN),2023-2024,30,1,0.1,0,2,0,-,-,12.00,-,0,0
AM Tribe (JER),2023-2023,5,3,4.0,0,30,0,-,-,7.50,-,0,0
Umar Amin (PAK),2010-2018,16,3,7.0,0,24,0,-,-,3.42,-,0,0
TP Ura (PNG),2014-2023,61,1,1.0,0,12,0,-,-,12.00,-,0,0
Usman Mushtaq (UAE),2015-2015,1,1,2.0,0,9,0,-,-,4.50,-,0,0
Usman Rafiq (USA),2023-2023,2,2,5.2,0,47,0,-,-,8.81,-,0,0
RV Uthappa (IND),2006-2015,46,1,0.2,0,0,0,-,-,0.00,-,0,0
CJPG van Zyl (SA),1992-1992,2,2,18.0,2,93,0,-,-,5.16,-,0,0
KDK Vithanage (SL),2013-2014,6,2,2.0,0,17,0,-,-,8.50,-,0,0
Waqas Barkat (HKG),2014-2018,10,4,15.0,1,75,0,-,-,5.00,-,0,0
DA Warner (AUS),2009-2023,161,1,1.0,0,8,0,-,-,8.00,-,0,0
Wasim Ali (OMA),2022-2022,1,1,1.3,0,13,0,-,-,8.66,-,0,0
SR Waters (KENYA),2008-2011,20,1,3.0,0,14,0,-,-,4.66,-,0,0
M Watkinson (ENG),1996-1996,1,1,9.0,0,43,0,-,-,4.77,-,0,0
AP Weerakkody (SL),1994-1994,1,1,6.0,0,41,0,-,-,6.83,-,0,0
SR Welsh (CAN),2006-2008,3,3,20.0,0,147,0,-,-,7.35,-,0,0
KC Wessels (SA),1991-1994,55,1,2.0,0,11,0,-,-,5.50,-,0,0
CB Wishart (ZIM),1996-2005,90,1,2.0,0,12,0,-,-,6.00,-,0,0
WA Wisneski (NZ),2000-2000,3,3,19.0,0,123,0,-,-,6.47,-,0,0
L Wood (ENG),2022-2023,2,1,10.0,0,59,0,-,-,5.90,-,0,0
GH Worker (NZ),2015-2018,10,1,1.0,0,5,0,-,-,5.00,-,0,0
SA Yadav (IND),2021-2023,37,1,2.0,0,17,0,-,-,8.50,-,0,0
Yasir Ali (BAN),2022-2023,9,1,1.0,0,2,0,-,-,2.00,-,0,0
Yasir Hameed (PAK),2003-2007,56,3,3.0,0,26,0,-,-,8.66,-,0,0
Zakir Hasan (BAN),1997-1997,1,1,2.0,0,17,0,-,-,8.50,-,0,0
Zakir Hossain (BAN),1998-1998,1,1,4.0,0,18,0,-,-,4.50,-,0,0
Zakiullah Zaki (AFG),2012-2012,1,1,4.0,0,27,0,-,-,6.75,-,0,0
Zaman Khan (PAK),2023-2023,1,1,6.0,1,39,0,-,-,6.50,-,0,0
C Zhuwao (ZIM),2008-2018,9,2,3.1,0,21,0,-,-,6.63,-,0,0
Zia-ur-Rehman (AFG),2023-2023,1,1,3.3,0,22,0,-,-,6.28,-,0,0
Zuhaib Zubair (UAE),2024-2024,3,3,17.0,0,83,0,-,-,4.88,-,0,0
Aasif Sheikh (NEP),2021-2024,49,-,-,-,-,-,-,-,-,-,-,-
Abdullah Shafique (PAK),2022-2023,12,-,-,-,-,-,-,-,-,-,-,-
Abdul Jabbar (CAN),2007-2007,2,-,-,-,-,-,-,-,-,-,-,-
Abdul Rehman (UAE),2004-2004,1,-,-,-,-,-,-,-,-,-,-,-
Abdul Shakoor (UAE),2015-2018,3,-,-,-,-,-,-,-,-,-,-,-
Abid Ali (PAK),2019-2020,6,-,-,-,-,-,-,-,-,-,-,-
CJ Adams (ENG),1998-2000,5,-,-,-,-,-,-,-,-,-,-,-
Adnan Akmal (PAK),2011-2012,5,-,-,-,-,-,-,-,-,-,-,-
Adnan Mufti (UAE),2017-2018,18,-,-,-,-,-,-,-,-,-,-,-
Afsar Zazai (AFG),2014-2017,17,-,-,-,-,-,-,-,-,-,-,-
Aijaz Ali (USA),2004-2004,2,-,-,-,-,-,-,-,-,-,-,-
Akhtar Sarfraz (PAK),1997-1998,4,-,-,-,-,-,-,-,-,-,-,-
Akshay Homraj (USA),2019-2020,8,-,-,-,-,-,-,-,-,-,-,-
Alawi Shukri (UAE),2008-2008,1,-,-,-,-,-,-,-,-,-,-,-
RP Alexander (USA),2004-2004,2,-,-,-,-,-,-,-,-,-,-,-
FH Allen (NZ),2022-2023,22,-,-,-,-,-,-,-,-,-,-,-
MJD Allingham (SCOT),1999-1999,3,-,-,-,-,-,-,-,-,-,-,-
Al Sahariar (BAN),1999-2003,29,-,-,-,-,-,-,-,-,-,-,-
SW Ambris (WI),2017-2021,16,-,-,-,-,-,-,-,-,-,-,-
TR Ambrose (ENG),2008-2008,5,-,-,-,-,-,-,-,-,-,-,-
Amjad Ali (UAE),2008-2015,17,-,-,-,-,-,-,-,-,-,-,-
HM Amla (SA),2008-2019,181,-,-,-,-,-,-,-,-,-,-,-
Anamul Haque (BAN),2012-2024,49,-,-,-,-,-,-,-,-,-,-,-
Ankur Vasishta (HKG),2014-2014,4,-,-,-,-,-,-,-,-,-,-,-
ZS Ansari (ENG),2015-2015,1,-,-,-,-,-,-,-,-,-,-,-
